"ID de categoría";"Activo";"Agregar fecha";"Actualización de fecha";"Posición";"Es categoría raíz";"Nombre de la categoría";"Descripción";"URL amigable";"Meta Título";"Meta Palabras clave";"Meta Descripción";"Imagen de la categoría";"Categoría grupos"
"126";"1";"31-07-2012 0:23:00";"26-05-2015 21:43:50";"6";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios LG Optimus Pad";"";"accesorios-lg-optimus-pad";"Accesorios LG Optimus Pad";"Accesorios, LG, Optimus, Pad";"Accesorios LG Optimus Pad";"126.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"127";"0";"07-08-2012 9:21:41";"04-04-2016 23:56:21";"5";"0";"Root|Inicio|CASA, AUTO Y JARDIN|Decodificadores FTA";"";"decodificadores-fta";"Decodificadores FTA";"Decodificadores, FTA";"Decodificadores FTA";"127.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"128";"1";"07-08-2012 14:52:54";"26-07-2017 17:14:00";"4";"0";"Root|Inicio|ENTRETENCION|Spinner";"";"spinner";"";"Juguetes, Educativos, spinner";"Juguetes, Educativos, spinner";"128.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"129";"1";"09-08-2012 13:02:41";"01-06-2015 13:30:05";"17";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Tablet Asus Eee Pad / TF101";"";"accesorios-tablet-asus-eee-pad-tf101";"";"Accesorios, Tablet, Asus, Eee, Pad, / TF101";"Accesorios Tablet Asus Eee Pad / TF101";"129.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"133";"1";"25-09-2012 18:42:03";"14-07-2017 16:14:53";"8";"0";"Root|Inicio|COMPUTACIÓN|Baterias de Notebook|Baterias Packard Bell";"";"baterias-packard-bell";"Baterias Packard Bell";"Baterias, Packard, Bell,baterias notebook packard bell,baterias packard bell";"Baterias Packard Bell";"133.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"139";"1";"19-11-2012 22:46:46";"19-06-2015 11:48:54";"4";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Ipad Mini 1/2/3/Retina";"";"accesorios-ipad-mini";"";"Accesorios, Ipad, Mini, 1/2/3/Retina, ipad mini 1, ipad mini 2, ipad mini3, ipad mini retina";"Accesorios Ipad Mini1/2/3/Retina";"139.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"140";"1";"20-11-2012 11:08:29";"24-09-2015 16:47:47";"12";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Note 10.1";"";"accesorios-samsung-galaxy-note-101";"";"Accesorios, Samsung, Galaxy, Note 10.1, N8000, N8010";"Accesorios Samsung Galaxy Note 10.1";"140.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"143";"0";"15-12-2012 3:33:44";"08-09-2015 11:20:07";"2";"0";"Root|Inicio|CASA, AUTO Y JARDIN";"";"casa-auto-y-jardin";"CASA Y JARDIN";"CASA Y JARDIN";"CASA Y JARDIN";"143.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"215";"0";"";"";"5";"0";"";"";"";"";"";"";"215.jpg";""
"218";"1";"08-09-2015 11:05:33";"19-08-2017 9:22:02";"6";"0";"Root|Inicio|ENTRETENCION";"";"juguetes";"JUGUETES, DRONE, DRONES, SPINNER, CONSOLAS, PS3, PS4, XBOX";"JUGUETES, DRONE, DRONES, SPINNER, CONSOLAS, PS3, PS4, XBOX";"JUGUETES, DRONE, DRONES, SPINNER, CONSOLAS, PS3, PS4, XBOX";"218.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"146";"0";"15-12-2012 22:36:37";"15-12-2012 22:36:37";"3";"0";"Root|Inicio|CASA, AUTO Y JARDIN|Piscinas";"";"piscinas";"Piscinas";"Piscinas";"Piscinas";"146.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"216";"0";"";"";"2";"0";"";"";"";"";"";"";"216.jpg";""
"238";"1";"19-07-2018 20:56:08";"19-07-2018 20:56:08";"5";"0";"Root|Inicio|COMPUTACIÓN|Repuestos Servidores|Memorias de Servidor";"";"memorias-de-servidor";"Memorias de Servidor";"Memorias, Servidor";"Memorias de Servidor";"238.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"217";"1";"07-09-2015 20:07:54";"07-09-2015 20:08:05";"8";"0";"Root|Inicio|OTROS";"";"otros";"OTROS";"OTROS";"OTROS";"217.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"150";"0";"24-02-2013 11:11:25";"08-09-2015 11:20:24";"9";"0";"Root|Inicio|CASA, AUTO Y JARDIN|Accesorios Autos";"";"accesorios-autos";"Accesorios Autos";"Accesorios, Autos";"Accesorios Autos";"150.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"151";"1";"24-02-2013 11:47:20";"27-03-2013 13:52:25";"0";"0";"Root|Inicio|CASA, AUTO Y JARDIN|Accesorios Autos|Camaras";"";"camaras";"";"Camaras";"Camaras";"151.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"152";"0";"24-02-2013 12:45:34";"27-03-2013 13:53:32";"2";"0";"Root|Inicio|CASA, AUTO Y JARDIN|Accesorios Autos|Manos Libre";"";"manos-libre";"";"Manos Libre";"Manos Libre";"152.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"153";"0";"22-03-2013 16:30:38";"08-09-2015 11:07:18";"5";"0";"Root|Inicio|COMPUTACIÓN|Impresoras";"";"impresoras";"";"Impresoras";"Impresoras";"153.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"154";"0";"22-03-2013 16:31:34";"22-03-2013 18:48:11";"1";"0";"Root|Inicio|COMPUTACIÓN|Impresoras|Inyección de Tinta";"";"inyeccion-de-tinta";"";"Inyección de Tinta";"Inyección de Tinta";"154.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"155";"0";"22-03-2013 17:41:40";"03-04-2013 19:57:39";"2";"0";"Root|Inicio|COMPUTACIÓN|Impresoras|Multifuncionales";"";"multifuncionales";"";"Multifuncionales";"Multifuncionales";"155.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"156";"0";"22-03-2013 17:41:57";"22-03-2013 17:41:57";"3";"0";"Root|Inicio|COMPUTACIÓN|Impresoras|Laser";"";"laser";"";"Laser";"Laser";"156.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"157";"1";"23-03-2013 21:51:43";"08-09-2015 11:16:46";"11";"0";"Root|Inicio|COMPUTACIÓN|Suministros";"";"suministros";"";"Suministros";"Suministros";"157.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"158";"0";"24-03-2013 22:22:58";"24-03-2013 22:22:58";"1";"0";"Root|Inicio|COMPUTACIÓN|Suministros|Tintas";"";"tintas";"Tintas";"Tintas";"Tintas";"158.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"159";"1";"25-03-2013 13:26:33";"26-05-2015 21:41:34";"5";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Lenovo S1 K1";"";"accesorios-lenovo-s1-k1";"";"Accesorios, Lenovo S1 K1,accesorios lenovo k1, accesorios lenovo s1,accesorios lenovo k1 s1";"Accesorios Lenovo S1 K1";"159.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"160";"1";"26-03-2013 18:03:25";"08-09-2015 12:05:44";"1";"0";"Root|Inicio|CAMARAS|Accesorios Cámaras Fotograficas";"";"accesorios-camaras-fotograficas";"";"Accesorios Cámaras Fotograficas";"Accesorios Cámaras Fotograficas";"160.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"161";"1";"28-03-2013 16:50:02";"30-07-2018 14:58:58";"6";"0";"Root|Inicio|COMPUTACIÓN|Cargadores de Notebook|Cargador Lenovo";"";"cargador-lenovo";"cargadores lenovo";"cargadores, lenovo";"cargadores lenovo";"161.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"165";"0";"28-04-2013 23:07:41";"28-04-2013 23:07:41";"2";"0";"Root|Inicio|COMPUTACIÓN|Suministros|Toner";"";"toner";"";"Toner";"Toner";"165.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"166";"1";"29-04-2013 17:28:51";"24-09-2015 16:47:35";"10";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios ATIV Smart PC";"";"accesorios-samsung-ativ-smart-pc";"Accesorios Samsung ATIV Smart PC";"Accesorios, Samsung, ATIV, Smart PC";"Accesorios Samsung ATIV Smart PC";"166.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"168";"1";"26-05-2013 13:20:48";"20-12-2017 19:49:50";"3";"0";"Root|Inicio|ENTRETENCION|Drone";"";"drone";"Drones radio controlados";"Cuadricopteros, Radio, Controlados, drone, drones, dron, cuadricoptero, camara, cuadricoptero rc, drone, camara, ";"Drones radio controlados";"168.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"220";"1";"15-09-2015 16:59:54";"19-04-2018 7:39:49";"4";"0";"Root|Inicio|COMPUTACIÓN|Repuestos Servidores|Fuentes de Poder";"";"fuentes-de-poder";"FUENTES DE PODER";"FUENTES, PODER";"FUENTES DE PODER";"220.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"170";"0";"27-05-2013 14:44:58";"27-05-2013 14:44:58";"1";"0";"Root|Inicio|ENTRETENCION|Juguetes Radio Controlados|Helicópteros RC";"";"helicopteros-rc";"Helicópteros RC";"Helicópteros RC";"Helicópteros RC";"170.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"171";"1";"06-06-2013 19:47:11";"01-06-2015 19:56:08";"1";"0";"Root|Inicio|COMPUTACIÓN|Almacenamiento|Discos Duros";"Discos Duros";"discos-duros";"Discos Duros";"Discos Duros";"Discos Duros";"171.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"173";"1";"06-08-2013 18:50:03";"24-09-2015 16:47:41";"11";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Note 8""";"";"accesorios-samsung-galaxy-note-8";"";"";"";"173.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"174";"1";"23-08-2013 20:31:20";"08-09-2015 11:03:49";"1";"0";"Root|Inicio|COMPUTACIÓN|Accesorios Mac";"";"accesorios-mac";"";"Accesorios, Mac";"Accesorios Mac";"174.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"175";"1";"10-09-2013 15:50:26";"24-10-2013 1:26:41";"3";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab|Accesorios Samsung Galaxy Tab 3|Samsung Galaxy Tab 3 de 10.1 pulgadas P5200 P5210";"";"samsung-galaxy-tab-3-de-101-pulgadas-p5200-p5210";"Samsung Galaxy Tab 3 de 10.1 pulgadas P5200 P5210";"Samsung, Galaxy, Tab 3, 10.1, pulgadas, P5200, P5210";"Samsung Galaxy Tab 3 de 10.1 pulgadas P5200 P5210";"175.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"176";"1";"10-09-2013 16:20:03";"24-10-2013 17:03:20";"1";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab|Accesorios Samsung Galaxy Tab 3|Samsung Galaxy Tab 3 de 7 pulgadas T2100 T2110 P3200 P3210";"";"samsung-galaxy-tab-3-de-7-pulgadas-t2100-t2110";"Samsung Galaxy Tab 3 de 7 pulgadas T2100 T2110 P3200 P3210";"Samsung, Galaxy, Tab, 3, 7, pulgadas, T2100, T2110, P3200, P3210";"Samsung Galaxy Tab 3 de 7 pulgadas T2100 T2110 P3200 P3210";"176.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"177";"1";"26-09-2013 17:56:16";"24-10-2013 1:25:01";"2";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab|Accesorios Samsung Galaxy Tab 3|Samsung Galaxy Tab 3 de 8 pulgadas T3110  T3100";"";"samsung-galaxy-tab-3-de-8-pulgadas-t3110-t3100";"Samsung Galaxy Tab 3 de 8 pulgadas T3110 / T3100";"";"Samsung, Galaxy, Tab 3, 8, pulgadas, T3110 / T3100";"177.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"178";"1";"24-10-2013 1:21:26";"12-01-2015 19:59:49";"7";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab|Accesorios Samsung Galaxy Tab 3";"";"nuevo-accesorios-samsung-galaxy-tab-3";"Accesorios Samsung Galaxy Tab 3";"Accesorios, Samsung, Galaxy, Tab 3";"Accesorios Samsung Galaxy Tab 3";"178.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"179";"1";"06-11-2013 22:09:21";"08-09-2015 11:17:30";"7";"0";"Root|Inicio|ENTRETENCION|Repuestos Juguetes RC";"";"repuestos-juguetes-rc";"Repuestos Juguetes RC";"Repuestos Juguetes RC";"Repuestos Juguetes RC";"179.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"180";"0";"14-05-2014 18:10:08";"07-09-2015 20:01:35";"7";"0";"Root|Inicio|CASA, AUTO Y JARDIN|TV y DVD Portatiles";"";"tv-y-dvd-portatiles";"TV, DVD, Portatiles";"TV, DVD, Portatiles,tv portatil, dvd portatil";"TV, DVD, Portatiles";"180.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"185";"1";"27-06-2014 13:33:13";"14-07-2015 23:46:43";"2";"0";"Root|Inicio|CELULARES|Baterías de Celulares";"";"baterias-celulares-smartphone";"Baterías de Celulares";"Baterías, Celulares, smartphone";"Baterías de Celulares";"185.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"222";"1";"22-11-2015 12:44:55";"19-08-2017 9:23:58";"1";"0";"Root|Inicio|ENTRETENCION|Accesorios para Drone";"";"accesorios-para-drone";"Accesorio para Drone";"Accesorio, Drone, syma, cheerson, walkera, phantom";"Accesorio para Drone";"222.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"188";"1";"03-10-2014 11:18:27";"03-10-2014 11:18:27";"4";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab|Accesorios Samsung Galaxy Tab 3|Samsung Galaxy Tab 3 LITE de 7 pulgadas T111 / T110";"";"samsung-galaxy-tab-3-lite-de-7-pulgadas-t111-t110";"Samsung Galaxy Tab 3 LITE de 7 pulgadas T111 / T110";"Samsung Galaxy Tab 3 LITE de 7 pulgadas T111 / T110";"Samsung Galaxy Tab 3 LITE de 7 pulgadas T111 / T110";"188.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"189";"1";"21-11-2014 19:06:35";"14-07-2017 16:14:15";"3";"0";"Root|Inicio|COMPUTACIÓN|Baterias de Notebook|Baterías Asus";"";"baterias-asus";"Baterías Notebook Asus";"Baterías, Asus, bateria, notebook";"Baterías Notebook Asus ";"189.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"190";"0";"01-12-2014 10:42:28";"16-10-2015 0:28:30";"8";"0";"Root|Inicio|ENTRETENCION|Vehiculos Infantiles";"";"vehiculos-infantiles";"Autos Eléctricos";"Vehiculos, Infantiles";"Autos Eléctricos Vehiculos Infantiles";"190.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"191";"0";"22-12-2014 20:40:08";"07-09-2015 20:08:13";"2";"0";"Root|Inicio|OTROS|Cigarro Electronico";"";"cigarro-electronico";"Cigarro Electronico";"Cigarro, Electronico";"Cigarro Electronico";"191.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"192";"1";"13-01-2015 19:04:36";"17-09-2015 16:51:51";"1";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab 4";"";"nuevo-accesorios-samsung-galaxy-tab-4";"Accesorios Samsung Galaxy Tab 4";"Accesorios, Samsung, Galaxy, Tab, 4";"Accesorios Samsung Galaxy Tab 4";"192.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"193";"1";"13-01-2015 20:09:43";"13-01-2015 20:09:43";"1";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab 4|Accesorios Samsung Galaxy Tab 4 10.1 T530";"";"accesorios-samsung-galaxy-tab-4-101-t530";"Accesorios Samsung Galaxy Tab 4 10.1 T530";"Accesorios, Samsung, Galaxy, Tab 4, 10.1, T530";"Accesorios Samsung Galaxy Tab 4 10.1 T530";"193.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"194";"1";"13-01-2015 20:12:17";"13-01-2015 20:12:17";"2";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab 4|Accesorios Samsung Galaxy Tab 4 8 T330";"";"accesorios-samsung-galaxy-tab-4-8-t330";"Accesorios Samsung Galaxy Tab 4 8 T330";"Accesorios, Samsung, Galaxy, Tab 4, 8, T330";"Accesorios, Samsung, Galaxy, Tab 4, 8, T330";"194.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"195";"1";"13-01-2015 20:14:29";"13-01-2015 20:14:29";"3";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab 4|Accesorios Samsung Galaxy Tab 4 7 T230";"";"accesorios-samsung-galaxy-tab-4-7-t230";"Accesorios Samsung Galaxy Tab 4 7 T230";"Accesorios, Samsung, Galaxy, Tab 4, 7, T230";"Accesorios Samsung Galaxy Tab 4 7 T230";"195.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"197";"1";"26-01-2015 23:38:15";"17-09-2015 16:52:04";"2";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab S";"";"nuevo-accesorios-samsung-galaxy-tab-s";"Nuevo Accesorios Samsung Galaxy Tab S";"Nuevo Accesorios Samsung Galaxy Tab S";"Nuevo Accesorios Samsung Galaxy Tab S";"197.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"198";"1";"26-01-2015 23:57:01";"26-01-2015 23:57:01";"1";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab S|Accesorios Samsung Galaxy Tab S 10.5 T800";"";"accesorios-samsung-galaxy-tab-s-105-t800";"Accesorios Samsung Galaxy Tab S 10.5 T800";"Accesorios, Samsung, Galaxy, Tab S, 10.5, T800";"Accesorios Samsung Galaxy Tab S 10.5 T800";"198.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"199";"1";"27-01-2015 19:32:05";"27-01-2015 19:32:05";"2";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab S|Accesorios Samsung Galaxy Tab S 8.4 T700";"";"accesorios-samsung-galaxy-tab-s-84-t700";"Accesorios Samsung Galaxy Tab S 8.4 T700";"Accesorios, Samsung, Galaxy, Tab S, 8.4, T700";"Accesorios Samsung Galaxy Tab S 8.4 T700";"199.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"200";"1";"10-04-2015 10:03:23";"10-04-2015 10:03:23";"1";"0";"Root";"";"";"";"";"";"200.jpg";""
"204";"1";"24-05-2015 12:25:23";"08-09-2015 12:12:18";"1";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet";"";"accesorios-de-tablet";"Accesorios tablet";"Accesorios tablet samsung, Accesorios tablet acer,Accesorios tablet motorola, Accesorios tablet iconia, Accesorios tablet ipad,Accesorios tablet galaxy tab,Accesorios tablet motorola xoom,Accesorios tablet xoom";"Accesorios tablet";"204.jpg";"Cliente Final|Visitor|Guest"
"210";"1";"01-06-2015 13:25:24";"01-10-2015 14:00:04";"3";"0";"Root|Inicio|CELULARES";"";"telefonia";"";"telefonia, celulares, smartphone,";"telefonia, celulares, smartphone,";"210.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"223";"1";"30-11-2015 10:38:44";"30-11-2015 10:38:44";"4";"0";"Root|Inicio|CAMARAS|Cámaras o Monitor para Bebes";"";"camaras-o-monitor-para-bebes";"Cámaras o Monitor para Bebes";"Cámaras, Monitor, Bebes";"Cámaras o Monitor para Bebes";"223.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"211";"1";"01-06-2015 13:26:50";"07-09-2015 20:15:24";"1";"0";"Root|Inicio|CELULARES|Accesorios de Celulares";"";"accesorios-telefonia";"";"Accesorios Telefonía, accesorios, smartphone, baterías, celulares";"";"211.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"213";"1";"28-08-2015 12:41:10";"24-09-2015 16:49:36";"14";"0";"Root|Inicio|COMPUTACIÓN|Accesorios de Tablet|Accesorios Galaxy Tab A";"";"accesorios-samsung-galaxy-tab-a-8-t350";"Accesorios Samsung Galaxy Tab A 8"" T350 t550";"Accesorios, Samsung, Galaxy, Tab A, 8"",  T350,t550";"Accesorios Samsung Galaxy Tab A 8""  T350";"213.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"214";"1";"07-09-2015 19:28:45";"07-09-2015 19:28:45";"4";"0";"Root|Inicio|COMPUTACIÓN";"<p>COMPUTACIÓN</p>";"computacion";"COMPUTACIÓN";"";"COMPUTACIÓN";"214.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"224";"0";"18-03-2016 21:27:52";"20-03-2016 23:44:37";"5";"0";"Root|Inicio|CELULARES|Pantallas de Celulares";"";"pantallas-de-celulares";"Pantallas de Celulares";"Pantallas, Celulares, celular, smartphone";"Pantallas de Celulares";"224.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"225";"1";"23-05-2016 13:16:39";"14-07-2017 16:14:45";"7";"0";"Root|Inicio|COMPUTACIÓN|Baterias de Notebook|Baterías MSI";"Bateria, laptop, notebook, MSI";"baterias-msi";"Bateria, laptop, notebook, MSI";"Bateria, laptop, notebook, MSI, baterias, notebook";"Bateria, laptop, notebook, MSI";"225.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"226";"1";"04-07-2016 17:51:27";"04-07-2016 17:51:27";"4";"0";"Root|Inicio|OTROS|Radios";"";"radios";"radios";"radios";"radios";"226.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"227";"1";"28-07-2016 18:05:08";"26-09-2016 9:13:07";"3";"0";"Root|Inicio|OTROS|GPS TRACKER";"";"gps-tracker";"GPS Tracker";"GPS, Tracker";"GPS Tracker";"227.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"228";"0";"17-09-2016 23:36:17";"17-09-2016 23:36:17";"5";"0";"Root|Inicio|OTROS|Reloj Control";"";"reloj-control";"Reloj Control";"Reloj, Control";"Reloj Control";"228.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"229";"1";"09-11-2016 12:42:53";"09-11-2016 12:42:53";"6";"0";"Root|Inicio|COMPUTACIÓN|Lamparas de Proyector";"<p>Lamparas de Proyector</p>";"lamparas-de-proyector";"Lamparas de Proyector";"Lamparas, Proyector";"Lamparas de Proyector";"229.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"230";"1";"12-12-2016 19:37:25";"12-12-2016 19:37:25";"6";"0";"Root|Inicio|OTROS|Audifonos de Madera";"";"audifonos-de-madera";"Audifonos de Madera";"Audifonos, Madera";"Audifonos de Madera";"230.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"231";"1";"14-12-2016 12:08:41";"14-12-2016 12:08:41";"11";"0";"Root|Inicio|COMPUTACIÓN|Cargadores de Notebook|Cargador Panasonic";"";"cargador-panasonic";"Cargador Panasonic";"Cargador, Panasonic";"Cargador Panasonic";"231.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"232";"1";"14-12-2016 12:54:22";"14-07-2017 16:15:02";"9";"0";"Root|Inicio|COMPUTACIÓN|Baterias de Notebook|Baterías Panasonic";"";"baterias-panasonic";"Baterias Panasonic";"Baterias, Panasonic, bateria, notebook";"Baterias Panasonic";"232.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"233";"1";"16-12-2016 19:47:57";"20-12-2017 19:24:04";"7";"0";"Root|Inicio|COMPUTACIÓN|Cargadores de Notebook|Cargador MSI";"";"cargador-msi";"Cargador MSI";"Cargador, MSI";"Cargador MSI";"233.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"235";"1";"19-08-2017 9:23:16";"19-08-2017 9:23:16";"2";"0";"Root|Inicio|ENTRETENCION|Consolas";"";"consolas";"Consolas, ps3, ps4, xbox, gamer, youtuber";"Consolas, ps3, ps4, xbox, gamer, youtuber";"Consolas, ps3, ps4, xbox, gamer, youtuber";"235.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"236";"1";"10-04-2018 13:18:06";"10-04-2018 13:18:06";"1";"0";"Root|Inicio|COMPUTACIÓN|Repuestos Servidores|Discos Duros Servidores";"";"discos-duros-servidores";"Discos Duros Servidores";"Discos, Duros, Servidores";"Discos Duros Servidores";"236.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
"237";"1";"19-04-2018 8:15:48";"19-04-2018 8:15:48";"5";"0";"Root|Inicio|CAMARAS|Camaras de seguridad";"";"camaras-de-seguridad";"Camaras de seguridad";"Camaras, seguridad, audio, hd, sricam, ip, wifi.";"Camaras de seguridad";"237.jpg";"Cliente Final|Servicio Tecnico|Distribuidor|Visitor|Guest"
